Second,P1_Player,P1_Champion,P1_MinionsKilled,P1_JungleMinionsKilled,P1_X,P1_Y,P1_Team,P1_Position,P2_Player,P2_Champion,P2_MinionsKilled,P2_JungleMinionsKilled,P2_X,P2_Y,P2_Team,P2_Position,Distance_Between_Junglers,MatchId
1260,iheartMom5,JarvanIV,6,124,12176,4898,100,JUNGLE,Filament,LeeSin,6,109,12768,6122,200,JUNGLE,1359.647013014775,NA1_5321459249
1320,iheartMom5,JarvanIV,6,124,2243,933,100,JUNGLE,Filament,LeeSin,6,109,13591,5157,200,JUNGLE,12108.64484572902,NA1_5321459249
1380,iheartMom5,JarvanIV,11,128,11946,5164,100,JUNGLE,Filament,LeeSin,7,113,10145,6510,200,JUNGLE,2248.4032111700963,NA1_5321459249
1440,iheartMom5,JarvanIV,17,132,11264,12339,100,JUNGLE,Filament,LeeSin,7,113,11962,13345,200,JUNGLE,1224.4345633801752,NA1_5321459249
1500,iheartMom5,JarvanIV,18,136,2817,6986,100,JUNGLE,Filament,LeeSin,7,113,10229,9727,200,JUNGLE,7902.583438344704,NA1_5321459249
1560,iheartMom5,JarvanIV,18,148,7527,11607,100,JUNGLE,Filament,LeeSin,7,117,9005,11020,200,JUNGLE,1590.2996572973284,NA1_5321459249
1620,iheartMom5,JarvanIV,25,148,12397,11971,100,JUNGLE,Filament,LeeSin,7,117,13439,12460,200,JUNGLE,1151.0364894302872,NA1_5321459249
1680,iheartMom5,JarvanIV,32,148,13363,12484,100,JUNGLE,Filament,LeeSin,7,117,11103,12309,200,JUNGLE,2266.7653164807334,NA1_5321459249
1740,iheartMom5,JarvanIV,32,148,394,461,100,JUNGLE,Filament,LeeSin,7,121,8999,11392,200,JUNGLE,13911.606161762918,NA1_5321459249
1800,iheartMom5,JarvanIV,36,148,2649,1734,100,JUNGLE,Filament,LeeSin,7,125,11049,6891,200,JUNGLE,9856.705788446767,NA1_5321459249
1860,iheartMom5,JarvanIV,40,154,4001,8412,100,JUNGLE,Filament,LeeSin,13,129,12712,11181,200,JUNGLE,9140.507753948901,NA1_5321459249
1920,iheartMom5,JarvanIV,40,158,5349,4944,100,JUNGLE,Filament,LeeSin,13,133,6229,10446,200,JUNGLE,5571.930006739137,NA1_5321459249
1980,iheartMom5,JarvanIV,41,158,12860,13515,100,JUNGLE,Filament,LeeSin,14,133,12822,13148,200,JUNGLE,368.962057669891,NA1_5321459249
1994,iheartMom5,JarvanIV,43,158,12852,13280,100,JUNGLE,Filament,LeeSin,14,133,13446,13660,200,JUNGLE,705.1496295113542,NA1_5321459249
