Second,P1_Player,P1_Champion,P1_MinionsKilled,P1_JungleMinionsKilled,P1_X,P1_Y,P1_Team,P1_Position,P2_Player,P2_Champion,P2_MinionsKilled,P2_JungleMinionsKilled,P2_X,P2_Y,P2_Team,P2_Position,Distance_Between_Junglers,MatchId
1200,MuteAll4Sanity,Udyr,20,119,9046,6721,100,JUNGLE,Katshote,Pantheon,11,107,9620,10233,200,JUNGLE,3558.598038553947,NA1_5322704482
1260,MuteAll4Sanity,Udyr,20,119,9142,7973,100,JUNGLE,Katshote,Pantheon,11,107,8341,7860,200,JUNGLE,808.9313938771322,NA1_5322704482
1320,MuteAll4Sanity,Udyr,20,127,9091,4002,100,JUNGLE,Katshote,Pantheon,11,111,11280,8328,200,JUNGLE,4848.298361280997,NA1_5322704482
1380,MuteAll4Sanity,Udyr,27,127,11759,4342,100,JUNGLE,Katshote,Pantheon,16,123,9466,8110,200,JUNGLE,4410.858533210967,NA1_5322704482
1440,MuteAll4Sanity,Udyr,27,127,3793,6220,100,JUNGLE,Katshote,Pantheon,18,123,12086,1600,200,JUNGLE,9493.063204256043,NA1_5322704482
1500,MuteAll4Sanity,Udyr,27,143,4824,10556,100,JUNGLE,Katshote,Pantheon,18,123,6478,9621,200,JUNGLE,1899.9844736207715,NA1_5322704482
1560,MuteAll4Sanity,Udyr,27,151,10213,6159,100,JUNGLE,Katshote,Pantheon,18,127,10435,6180,200,JUNGLE,222.9910312097776,NA1_5322704482
1620,MuteAll4Sanity,Udyr,27,151,5923,3512,100,JUNGLE,Katshote,Pantheon,18,127,10111,2537,200,JUNGLE,4299.996395347326,NA1_5322704482
1680,MuteAll4Sanity,Udyr,30,159,13120,10374,100,JUNGLE,Katshote,Pantheon,18,127,13494,5065,200,JUNGLE,5322.157175431782,NA1_5322704482
1740,MuteAll4Sanity,Udyr,37,159,12638,12035,100,JUNGLE,Katshote,Pantheon,25,127,13353,11437,200,JUNGLE,932.1099720526543,NA1_5322704482
1800,MuteAll4Sanity,Udyr,37,163,12603,9452,100,JUNGLE,Katshote,Pantheon,25,127,13392,9168,200,JUNGLE,838.5564977984488,NA1_5322704482
1860,MuteAll4Sanity,Udyr,41,163,12346,12919,100,JUNGLE,Katshote,Pantheon,25,127,14340,14391,200,JUNGLE,2478.471303041453,NA1_5322704482
1860,MuteAll4Sanity,Udyr,41,163,12346,12919,100,JUNGLE,Katshote,Pantheon,25,127,14340,14391,200,JUNGLE,2478.471303041453,NA1_5322704482
