Second,P1_Player,P1_Champion,P1_MinionsKilled,P1_JungleMinionsKilled,P1_X,P1_Y,P1_Team,P1_Position,P2_Player,P2_Champion,P2_MinionsKilled,P2_JungleMinionsKilled,P2_X,P2_Y,P2_Team,P2_Position,Distance_Between_Junglers,MatchId
0,MuteAll4Sanity,Udyr,0,0,593,464,100,JUNGLE,Katshote,Pantheon,0,0,14539,14394,200,JUNGLE,19711.311879223056,NA1_5322704482
60,MuteAll4Sanity,Udyr,0,0,4528,7193,100,JUNGLE,Katshote,Pantheon,0,0,10073,5759,200,JUNGLE,5727.4235918081,NA1_5322704482
120,MuteAll4Sanity,Udyr,0,4,7996,5235,100,JUNGLE,Katshote,Pantheon,0,0,12244,6491,200,JUNGLE,4429.790062745637,NA1_5322704482
180,MuteAll4Sanity,Udyr,0,16,3439,7847,100,JUNGLE,Katshote,Pantheon,0,12,7643,10953,200,JUNGLE,5226.935239698307,NA1_5322704482
240,MuteAll4Sanity,Udyr,0,28,5585,8974,100,JUNGLE,Katshote,Pantheon,0,19,4832,10605,200,JUNGLE,1796.4325759682715,NA1_5322704482
300,MuteAll4Sanity,Udyr,1,32,4646,3879,100,JUNGLE,Katshote,Pantheon,0,19,12102,6827,200,JUNGLE,8017.645539683081,NA1_5322704482
360,MuteAll4Sanity,Udyr,3,36,3358,11202,100,JUNGLE,Katshote,Pantheon,0,31,14078,14249,200,JUNGLE,11144.622425187854,NA1_5322704482
420,MuteAll4Sanity,Udyr,3,40,3479,10501,100,JUNGLE,Katshote,Pantheon,1,35,3061,12700,200,JUNGLE,2238.375527028474,NA1_5322704482
480,MuteAll4Sanity,Udyr,10,40,3507,2413,100,JUNGLE,Katshote,Pantheon,5,35,4705,9878,200,JUNGLE,7560.517773274526,NA1_5322704482
540,MuteAll4Sanity,Udyr,10,52,8728,5452,100,JUNGLE,Katshote,Pantheon,5,39,11710,5708,200,JUNGLE,2992.968426161559,NA1_5322704482
600,MuteAll4Sanity,Udyr,10,62,3172,7386,100,JUNGLE,Katshote,Pantheon,5,39,9918,11931,200,JUNGLE,8134.220368295907,NA1_5322704482
660,MuteAll4Sanity,Udyr,10,72,8552,6850,100,JUNGLE,Katshote,Pantheon,5,51,8476,7050,200,JUNGLE,213.95326592506132,NA1_5322704482
720,MuteAll4Sanity,Udyr,10,72,3091,9836,100,JUNGLE,Katshote,Pantheon,5,56,10918,8670,200,JUNGLE,7913.373806411523,NA1_5322704482
780,MuteAll4Sanity,Udyr,10,76,10062,5041,100,JUNGLE,Katshote,Pantheon,5,63,13038,2136,200,JUNGLE,4158.798023467839,NA1_5322704482
840,MuteAll4Sanity,Udyr,16,84,7492,4875,100,JUNGLE,Katshote,Pantheon,10,67,11208,6924,200,JUNGLE,4243.472281045323,NA1_5322704482
900,MuteAll4Sanity,Udyr,20,84,8402,5053,100,JUNGLE,Katshote,Pantheon,10,83,9673,5516,200,JUNGLE,1352.7046980032264,NA1_5322704482
960,MuteAll4Sanity,Udyr,20,92,7308,6956,100,JUNGLE,Katshote,Pantheon,10,83,7510,7037,200,JUNGLE,217.63501556505102,NA1_5322704482
1020,MuteAll4Sanity,Udyr,20,100,4077,6092,100,JUNGLE,Katshote,Pantheon,11,83,8059,9820,200,JUNGLE,5454.750956734872,NA1_5322704482
1080,MuteAll4Sanity,Udyr,20,104,5116,10341,100,JUNGLE,Katshote,Pantheon,11,95,2820,11388,200,JUNGLE,2523.4549728497236,NA1_5322704482
1140,MuteAll4Sanity,Udyr,20,112,3695,6369,100,JUNGLE,Katshote,Pantheon,11,99,12347,6488,200,JUNGLE,8652.818326996125,NA1_5322704482
